Id,MSSubClass,MSZoning,LotFrontage,LotArea,Grvl,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1158,L,RL,34,5001,0,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,Good,Average,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,GasA,Ex,1,SBrkr,1314,0,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,Attchd,2008,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,0,7,2009,WD,Normal,230000
1411,F,RL,79,12420,0,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Good,Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,666,Unf,0,278,944,GasA,Ex,1,SBrkr,944,896,0,1840,1,0,2,1,3,1,Gd,6,Typ,0,Attchd,2001,RFn,2,622,TA,TA,Y,0,45,0,0,0,0,0,6,2009,WD,Normal,230000
1153,A,RL,90,14115,0,IR1,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Above Average,Good,1956,2004,Gable,CompShg,Stone,Stone,None,0,TA,TA,PConc,TA,TA,No,ALQ,296,GLQ,1,230,1073,GasA,Ex,1,SBrkr,1811,0,0,1811,0,0,1,0,2,1,Ex,6,Typ,1,Attchd,1956,Fin,2,470,TA,TA,Y,0,0,1,0,0,0,0,7,2006,WD,Abnorml,230000
256,F,RL,66,8738,0,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Good,Average,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,975,975,GasA,Ex,1,SBrkr,1005,1286,0,2291,0,0,2,1,4,1,Gd,8,Typ,1,BuiltIn,1999,Fin,2,429,TA,TA,Y,192,0,0,0,0,0,0,2,2006,WD,Normal,230000
1218,A,FV,72,8640,0,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Very Good,Average,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72,Gd,TA,PConc,Gd,TA,Mn,GLQ,936,Unf,0,364,1300,GasA,Ex,1,SBrkr,1314,0,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,Attchd,2009,RFn,2,552,TA,TA,Y,135,112,0,0,0,0,0,9,2009,New,Partial,229456
281,F,RL,82,11287,0,Reg,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Good,Above Average,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340,Gd,TA,CBlock,Gd,TA,Av,GLQ,421,Unf,0,386,807,GasA,Gd,1,SBrkr,1175,807,0,1982,0,0,2,1,3,1,Gd,7,Typ,1,Attchd,1989,Fin,2,575,TA,TA,Y,0,84,0,1,0,0,0,1,2007,WD,Normal,228500
415,F,RL,59,11228,0,IR2,Lvl,1,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Good,Average,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,BLQ,50,GLQ,1,499,1080,GasA,Ex,1,SBrkr,1080,1017,0,2097,0,1,2,1,3,1,Gd,9,Typ,1,Attchd,1993,Unf,3,678,TA,TA,Y,196,187,0,0,0,0,0,12,2008,WD,Normal,228000
687,F,FV,84,10207,0,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Good,Above Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,874,874,GasA,Ex,1,SBrkr,874,887,0,1761,0,0,3,0,3,1,Gd,7,Typ,0,Attchd,2007,Fin,2,578,TA,TA,Y,144,105,0,0,0,0,0,8,2007,New,Partial,227875
806,A,RL,91,12274,0,IR1,Lvl,1,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,Good,Average,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,1,SBrkr,1428,0,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,Attchd,2008,RFn,2,554,TA,TA,Y,0,60,0,0,0,0,0,7,2008,New,Partial,227680
1281,A,RL,67,9808,0,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Good,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,785,1573,GasA,Ex,1,SBrkr,1573,0,0,1573,1,0,2,0,3,1,Gd,6,Typ,0,Attchd,2002,RFn,2,544,TA,TA,Y,0,72,0,0,0,0,0,3,2009,WD,Normal,227000
1016,F,RL,70,8400,0,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Very Good,Above Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,643,Unf,0,167,810,GasA,Ex,1,SBrkr,810,855,0,1665,1,0,2,1,3,1,Gd,6,Typ,0,Attchd,2001,Fin,2,528,TA,TA,Y,0,45,0,0,0,0,0,11,2009,WD,Normal,227000
1331,A,RL,85,10000,0,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Very Good,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,0,1588,1588,GasA,Ex,1,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,7,Typ,1,Attchd,2006,RFn,3,825,TA,TA,Y,144,45,0,0,0,0,0,12,2007,WD,Normal,227000
502,F,FV,75,9803,0,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Good,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,400,Unf,0,466,866,GasA,Gd,1,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,Attchd,2005,RFn,2,603,TA,TA,Y,0,108,0,0,0,0,0,2,2008,WD,Normal,226700
131,F,RL,88,14200,0,Reg,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,Good,Above Average,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309,TA,TA,CBlock,TA,TA,No,Rec,445,Unf,0,479,924,GasA,Ex,1,SBrkr,1216,941,0,2157,0,0,2,1,4,1,Gd,8,Typ,2,Attchd,1966,Fin,2,487,TA,TA,Y,105,66,0,0,0,0,0,5,2006,WD,Normal,226000
68,A,RL,72,10665,0,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Good,Average,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,GasA,Ex,1,SBrkr,1479,0,0,1479,1,0,2,0,3,1,Gd,7,Typ,0,Attchd,2003,RFn,2,558,TA,TA,Y,144,29,0,0,0,0,0,6,2007,WD,Normal,226000
794,A,RL,76,9158,0,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Very Good,Average,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,GasA,Ex,1,SBrkr,1496,0,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,Attchd,2007,Fin,2,474,TA,TA,Y,168,130,0,0,0,0,0,6,2007,New,Partial,225000
307,F,RL,116,13474,0,Reg,Lvl,1,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,Good,Average,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246,Gd,TA,CBlock,Gd,TA,No,ALQ,700,Unf,0,0,700,GasA,Gd,1,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,Gd,8,Typ,1,Attchd,1990,RFn,3,746,TA,TA,Y,127,44,1,0,0,0,0,6,2007,WD,Normal,225000
70,E,RL,81,15593,0,Reg,Lvl,1,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Good,Below Average,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,GasW,TA,1,SBrkr,1304,983,0,2287,0,0,2,0,3,1,TA,7,Typ,1,Attchd,1953,Fin,2,667,TA,TA,Y,0,21,1,0,0,0,0,7,2006,WD,Normal,225000
608,A,RL,78,7800,0,Reg,Bnk,1,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,Average,Very Good,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,Gd,No,GLQ,603,Unf,0,293,896,GasA,Ex,1,SBrkr,1112,896,0,2008,1,0,3,0,3,1,Ex,8,Typ,0,Attchd,1948,Unf,1,230,TA,TA,Y,103,0,0,0,0,0,0,8,2006,WD,Normal,225000
1241,F,RL,65,8158,0,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Good,Average,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252,Gd,TA,PConc,Gd,TA,No,GLQ,550,Unf,0,334,884,GasA,Ex,1,SBrkr,884,884,0,1768,1,0,2,1,3,1,Gd,8,Typ,0,Attchd,2003,RFn,2,543,TA,TA,Y,0,63,0,0,0,0,0,7,2008,WD,Normal,224900
816,A,RL,48,12137,0,IR2,Lvl,1,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Good,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1649,1649,GasA,Ex,1,SBrkr,1661,0,0,1661,0,0,2,0,3,1,Gd,6,Typ,0,Attchd,1998,RFn,2,598,TA,TA,Y,0,34,0,0,0,0,0,5,2010,WD,Normal,224900
573,F,RL,83,13159,0,IR1,HLS,1,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,Good,Average,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,846,846,GasA,Gd,1,SBrkr,846,846,0,1692,0,0,2,1,3,1,Gd,6,Typ,0,Attchd,2009,RFn,2,650,TA,TA,Y,208,114,0,0,0,0,0,7,2009,New,Partial,224500
820,L,RL,44,6371,0,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Good,Average,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,GasA,Ex,1,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Attchd,2010,RFn,2,484,TA,TA,Y,192,35,0,0,0,0,0,6,2010,New,Partial,224000
808,G,RL,144,21384,0,Reg,Lvl,1,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,Average,Above Average,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,GasA,Ex,1,SBrkr,1072,504,0,1576,2,0,1,1,3,1,Gd,6,Typ,1,Attchd,1923,RFn,2,528,TA,TA,Y,0,312,0,0,0,0,0,5,2009,WD,Normal,223500
3,F,RL,68,11250,0,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Good,Average,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,162,Gd,TA,PConc,Gd,TA,Mn,GLQ,486,Unf,0,434,920,GasA,Ex,1,SBrkr,920,866,0,1786,1,0,2,1,3,1,Gd,6,Typ,1,Attchd,2001,RFn,2,608,TA,TA,Y,0,42,0,0,0,0,0,9,2008,WD,Normal,223500
733,F,RL,75,11404,0,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Good,Average,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,0,901,1153,GasA,Ex,1,SBrkr,1153,878,0,2031,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,1998,Fin,2,541,TA,TA,Y,192,84,0,0,0,0,0,7,2008,WD,Normal,222500
777,A,RL,86,11210,0,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Good,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,GasA,Ex,1,SBrkr,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,Attchd,2005,RFn,3,865,TA,TA,Y,144,59,0,0,0,0,0,7,2006,New,Partial,221500
685,F,RL,58,16770,0,IR2,Lvl,1,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Good,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1195,1195,GasA,Gd,1,SBrkr,1195,644,0,1839,0,0,2,1,4,1,TA,7,Typ,0,Attchd,1998,Fin,2,486,TA,TA,Y,0,81,0,0,0,0,0,6,2010,WD,Normal,221000
605,A,RL,88,12803,0,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Good,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99,Gd,TA,PConc,Gd,TA,Mn,GLQ,922,Unf,0,572,1494,GasA,Ex,1,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,1,Attchd,2002,RFn,2,530,TA,TA,Y,192,36,0,0,0,0,0,9,2008,WD,Normal,221000
603,F,RL,80,10041,0,IR1,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Very Good,Average,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,789,Unf,0,119,908,GasA,Ex,1,SBrkr,927,988,0,1915,1,0,2,1,3,1,Gd,8,Typ,1,Attchd,1992,Fin,2,506,TA,TA,Y,120,150,0,0,0,0,0,2,2006,WD,Abnorml,220000
258,A,RL,68,8814,0,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Good,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,180,Gd,TA,PConc,Gd,TA,No,GLQ,1334,Unf,0,270,1604,GasA,Ex,1,SBrkr,1604,0,0,1604,1,0,2,1,3,1,Gd,8,Typ,1,Attchd,2006,RFn,2,660,TA,TA,Y,123,110,0,0,0,0,0,3,2009,WD,Abnorml,220000
163,A,RL,95,12182,0,Reg,Lvl,1,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Good,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201,Unf,0,340,1541,GasA,Ex,1,SBrkr,1541,0,0,1541,0,0,2,0,3,1,Gd,7,Typ,1,Attchd,2005,RFn,2,532,TA,TA,Y,0,70,0,0,0,0,0,5,2010,New,Partial,220000
375,F,RL,65,8200,0,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Good,Average,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,GasA,Ex,1,SBrkr,847,1081,0,1928,0,0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2003,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,0,7,2007,WD,Normal,219500
1076,G,RL,75,13125,0,Reg,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Good,Above Average,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,410,Unf,0,390,800,GasA,TA,1,SBrkr,960,780,0,1740,0,0,1,1,3,1,TA,6,Typ,2,Attchd,1940,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,0,7,2007,CWD,Normal,219500
1197,F,RL,58,14054,0,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Good,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,879,879,GasA,Ex,1,SBrkr,879,984,0,1863,0,0,2,1,4,1,Gd,9,Typ,1,BuiltIn,2006,Fin,3,660,TA,TA,Y,100,17,0,0,0,0,0,11,2006,New,Partial,219210
1156,A,RL,90,10768,0,IR1,Lvl,1,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,Average,Very Good,1976,2004,Gable,CompShg,Plywood,Plywood,None,0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,GasA,TA,1,SBrkr,1437,0,0,1437,1,0,2,0,3,1,Gd,6,Typ,1,Attchd,1976,RFn,2,528,TA,TA,Y,0,21,0,0,1,0,0,7,2007,WD,Normal,218000
599,A,RL,80,12984,0,Reg,Bnk,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Average,Above Average,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,459,TA,TA,CBlock,Gd,TA,Mn,ALQ,1283,LwQ,1,0,1430,GasA,Ex,1,SBrkr,1647,0,0,1647,1,0,2,0,3,1,Gd,7,Typ,1,Attchd,1977,Fin,2,621,TA,TA,Y,0,0,0,0,0,0,0,3,2006,WD,Normal,217500
753,A,RL,79,9236,0,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Above Average,Average,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,GasA,Ex,1,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,0,Attchd,1997,RFn,2,576,TA,TA,Y,168,27,0,0,0,0,0,7,2006,WD,Normal,217000
769,A,RL,70,9100,0,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Good,Average,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,GasA,Ex,1,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Attchd,2004,Fin,2,484,TA,TA,Y,120,33,0,0,0,0,0,10,2006,WD,Normal,216837
763,F,FV,72,8640,0,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Good,Average,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,GasA,Ex,1,SBrkr,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,Attchd,2009,Unf,2,614,TA,TA,Y,169,45,0,0,0,0,0,6,2010,Con,Normal,215200
392,F,RL,71,12209,0,IR1,Lvl,1,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,Above Average,Average,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Ex,TA,No,ALQ,690,Unf,0,114,804,GasA,Ex,1,SBrkr,804,1157,0,1961,1,0,2,1,3,1,Gd,7,Typ,1,BuiltIn,2001,Fin,2,560,TA,TA,Y,125,192,0,0,0,0,0,6,2009,WD,Normal,215000
507,F,RL,80,9554,0,IR1,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Very Good,Average,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,125,Gd,TA,PConc,Gd,TA,No,GLQ,380,Unf,0,397,777,GasA,Ex,1,SBrkr,1065,846,0,1911,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,1993,RFn,2,471,TA,TA,Y,182,81,0,0,0,0,0,9,2006,WD,Normal,215000
1410,F,RL,46,20544,0,IR1,Lvl,1,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Good,Above Average,1986,1991,Gable,CompShg,Plywood,Plywood,BrkFace,123,TA,Gd,CBlock,Gd,TA,No,Unf,0,Unf,0,791,791,GasA,Gd,1,SBrkr,1236,857,0,2093,0,0,2,1,3,1,TA,7,Typ,1,Attchd,1986,Fin,2,542,TA,TA,Y,364,63,0,0,0,0,0,11,2008,WD,Normal,215000
172,A,RL,141,31770,0,IR1,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Above Average,Average,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,112,TA,TA,CBlock,TA,Gd,Gd,BLQ,639,Unf,0,441,1080,GasA,Fa,1,SBrkr,1656,0,0,1656,1,0,1,0,3,1,TA,7,Typ,2,Attchd,1960,Fin,2,528,TA,TA,P,210,62,0,0,0,0,0,5,2010,WD,Normal,215000
1129,F,RL,59,11796,0,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Good,Average,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,847,847,GasA,Ex,1,SBrkr,847,1112,0,1959,0,0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2004,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,0,7,2007,WD,Normal,215000
965,F,RL,80,11316,0,Reg,Lvl,1,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,Good,Average,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,44,Gd,TA,PConc,Gd,TA,No,GLQ,624,Unf,0,193,817,GasA,Ex,1,SBrkr,824,1070,0,1894,1,0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2002,Fin,2,510,TA,TA,Y,0,40,0,0,0,0,0,2,2010,WD,Normal,214900
338,A,RL,70,9135,0,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Good,Average,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113,Gd,TA,PConc,Gd,TA,Av,GLQ,810,Unf,0,726,1536,GasA,Ex,1,SBrkr,1536,0,0,1536,1,0,2,0,3,1,Gd,7,Typ,0,Attchd,2002,RFn,2,532,TA,TA,Y,192,74,0,0,0,0,0,12,2008,WD,Normal,214000
97,A,RL,78,10264,0,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Good,Average,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,GasA,Ex,1,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,Attchd,1999,RFn,2,472,TA,TA,Y,158,29,0,0,0,0,0,8,2006,WD,Normal,214000
1227,F,RL,86,14598,0,IR1,Lvl,1,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,Above Average,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,894,894,GasA,Ex,1,SBrkr,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,BuiltIn,2007,Fin,3,668,TA,TA,Y,100,18,0,0,0,0,0,1,2008,WD,Normal,214000
568,A,RL,70,10171,0,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Good,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168,Gd,TA,PConc,Gd,TA,No,GLQ,2,Unf,0,1515,1517,GasA,Ex,1,SBrkr,1535,0,0,1535,0,0,2,0,3,1,Gd,7,Typ,0,Attchd,2004,RFn,2,532,TA,TA,Y,0,0,0,0,0,0,0,3,2010,WD,Normal,214000
383,F,RL,79,9245,0,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Good,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,939,939,GasA,Ex,1,SBrkr,939,858,0,1797,0,0,2,1,3,1,Gd,8,Typ,0,Attchd,2006,RFn,2,639,TA,TA,Y,144,53,0,0,0,0,0,4,2007,WD,Normal,213500
1061,L,RL,41,4920,0,Reg,Lvl,1,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Very Good,Average,2001,2001,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,616,Unf,0,722,1338,GasA,Ex,1,SBrkr,1338,0,0,1338,1,0,2,0,2,1,Gd,6,Typ,0,Attchd,2001,Fin,2,582,TA,TA,Y,0,0,1,0,0,0,0,4,2010,WD,Normal,213500
1020,L,RL,43,3013,0,Reg,Lvl,1,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Good,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145,Gd,TA,PConc,Gd,TA,Gd,GLQ,16,Unf,0,1346,1362,GasA,Ex,1,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Gd,6,Typ,1,Attchd,2005,Fin,2,440,TA,TA,Y,142,20,0,0,0,0,0,4,2006,WD,Normal,213490
543,A,RL,78,10140,0,Reg,Lvl,1,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,Good,Average,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,LwQ,144,GLQ,1,379,1650,GasA,Ex,1,SBrkr,1680,0,0,1680,1,0,2,0,3,1,Gd,7,Maj1,1,Attchd,1998,Fin,2,583,TA,TA,Y,78,73,0,0,0,0,0,6,2009,WD,Normal,213250
705,A,RL,70,8400,0,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Good,Average,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109,Gd,TA,PConc,Gd,TA,Av,GLQ,712,Unf,0,761,1473,GasA,Ex,1,SBrkr,1484,0,0,1484,1,0,2,0,3,1,Gd,7,Typ,0,Attchd,2004,RFn,2,606,TA,TA,Y,0,35,0,1,0,0,0,5,2010,WD,Normal,213000
1204,A,RL,75,9750,0,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Good,Average,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1630,1630,GasA,Ex,1,SBrkr,1630,0,0,1630,0,0,2,0,3,1,Gd,6,Typ,1,Attchd,2000,Unf,2,451,TA,TA,Y,74,234,0,0,0,0,0,10,2009,WD,Normal,213000
